,Labels,Message
3353,ham,call say coming today ok tell fool like ok
3354,ham,emailed yifeng part oredi get fr
3355,ham,r u sure understand wine good idea slurp
3356,ham,minimum walk mile day
3357,ham,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema
3358,ham,brainless baby doll vehicle sariyag drive madoke barolla
3359,ham,run away frm u walk slowly amp kill u care enough stop
3360,spam,sorry missed call let talk time
3361,ham,please attend phone
3362,ham,hate call didnt accept even single call mine even messaged
3363,ham,message phone holding
3364,ham,free
3365,ham,yo trip got postponed still stocked
3366,ham,sorry call later
3367,ham,waiting call sir
3368,ham,hey reply pa
3369,ham,hey elaine today meeting still
3370,ham,sorry gone place tomorrow really sorry
3371,ham,tiime let hug break tear
3372,ham,tomorrow going theatre come wherever u call tell come tomorrow
3373,ham,electricity went fml
3374,ham,look like found something smoke great job
3375,ham,also andros ice etc etc
3376,ham,
3377,ham,good afternon love today hope good maybe interview wake miss babe passionate kiss across sea
3378,ham,yup wun believe wat u really neva c e msg sent shuhui
3379,ham,hows watch resizing
3380,ham,dear umma called
3381,ham,finished missing plenty
3382,spam,complimentary star ibiza holiday cash need urgent collection landline lose box sk wp ppm
3383,ham,well meant opposed drunken night
3384,ham,k must book huh going yoga basic sunday
3385,spam,free msg billed mobile number mistake shortcode please call charge refunded call free bt landline
3386,ham,ok
3387,ham,oops mum somerset bit far back tomo see soon x
3388,ham,u workin overtime nigpun
3389,ham,kallis dismissial nd test
3390,ham,guess got screwd
3391,spam,please call immediately urgent message waiting
3392,ham,meeting call later
3393,ham,r u cooking dinner
3394,ham,ok thanx
3395,ham,bull plan go floating ikea without care world live mess another day
3396,ham,buy
3397,spam,urgent mobile number awarded bonus caller prize call land line valid hr
3398,ham,heehee funny tho
3399,ham,simple arithmetic percentage
3400,ham,yeah leave hour least sound
3401,spam,valued customer pleased advise following recent review mob awarded bonus prize call
3402,ham,thanks honey great day
3403,ham,amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear
3404,ham,good night dear sleepwell amp take care
3405,ham,ask dad pick lar wan stay meh
3406,ham,jus chillaxin
3407,ham,hey da cool iknow wellda peril studentfinancial crisis spk u l r
3408,ham,beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf goodmorning
3409,spam,want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call
3410,ham,whats coming hill monster hope great day thing r going fine busy though
3411,ham,joy father john john joy father u an th hav lt gt iq ti ia question try answer
3412,ham,ill obey
3413,ham,didnt search online let know
3414,ham,need go get
3415,ham,pic please send
3416,ham,remains bro amongst bros
3417,ham,uhhhhrmm isnt tb test bad youre sick
3418,ham,haf enuff space got like mb
3419,spam,life never much fun great came made truly special forget enjoy one gbp sm
3420,spam,want new video phone anytime network min inclusive video call downloads per week free deltomorrow call reply
3421,spam,valued customer pleased advise following recent review mob awarded bonus prize call
3422,spam,welcome please reply age gender begin e g
3423,spam,freemsg month unlimited free call activate smartcall txt call subscriptn gbp wk unlimited call help stop txt stop landlineonly
3424,spam,mobile mths update latest orange camera video phone free save free text weekend call text yes callback orno opt
3425,spam,new club dont fink met yet b gr c u please leave msg day wiv ur area reply promised carlie x call minmobsmore lkpobox hp fl
3426,ham,true easier
3427,ham,sure since parent working tuesday really need cover story
3428,ham,haha okay today weekend leh
3429,ham,hi darlin youphone im athome youwanna chat
3430,ham,know jack shit anything say ask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga
3431,ham,always brainy one
3432,ham,yeah get random dude need change info sheet party lt gt never study safe
3433,spam,camera awarded sipix digital camera call fromm landline delivery within day
3434,ham,christmas occasion celebrated reflection ur value desire affection amp tradition ideal christmas
3435,ham,sending greeting joy happiness gr evening
3436,ham,hi darlin cantdo anythingtomorrow myparents aretaking outfor meal u free katexxx
3437,ham,india win level series mean record
3438,ham,plan
3439,ham,good hear
3440,ham,awesome deal gate charles told last night uh yeah
3441,ham,time thinkin goin
3442,spam,get free mobile video player free movie collect text go free extra film ordered c apply yr
3443,spam,save money wedding lingerie www bridal petticoatdreams co uk choose superb selection national delivery brought weddingfriend
3444,ham,board working fine issue overheating also reslove still software inst pending come around clock
3445,ham,yes care cause know
3446,ham,wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal
3447,ham,mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den u prefer
3448,ham,sitting ard nothing lor u leh busy w work
3449,ham,lt gt k oh send home sale
3450,ham,sorry mail
3451,ham,ya telling abt tht incident
3452,ham,yes outside like hour called whole family wake cause started
3453,ham,ugh got outta class
3454,ham,nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted ur book masteriastering amplikater fidalfication champlaxigating think atrocious wotz ur opinion junna
3455,ham,dont file bag work called tell find anything room
3456,ham,need lar jus testing e phone card dunno network gd thk waiting si finish bathing bathe dun disturb u liao u cleaning ur room
3457,ham,ok right later
3458,ham,friendship poem dear dear u r near hear dont get fear live cheer tear u r always dear gud ni
3459,ham,lunch come quickly open door
3460,spam,heard u call night knickers make beg like u last time xx luv nikiyu net
3461,ham,back bit long co accident divert via wadebridge brilliant weekend thanks speak soon lot love
3462,ham,k yan jiu liao sat go bugis vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop
3463,spam,bloomberg message center wait apply future http career bloomberg com
3464,ham,seeking lady street freak sheet
3465,ham,phone
3466,ham,haha figure well found piece priscilla bowl
3467,ham,actually fuck whatever find excuse tampa point january though
3468,spam,urgent trying contact u today draw show prize guaranteed call land line claim valid hr
3469,ham,yay finally lol missed cinema trip last week
3470,ham,day working day except saturday sunday
3471,ham,aathi dear
3472,ham,heart empty without love mind empty without wisdom eye r empty without dream amp life empty without frnds alwys touch good night amp sweet dream
3473,ham,think waiting bus inform get ever get
3474,ham,getting back time soon
3475,ham,thing quick question
3476,ham,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng
3477,ham,probably come everybody done around lt gt right
3478,ham,got new year co yetunde said wanted surprise didnt see money returned mid january lt gt day return period ended
3479,ham,ask around lot term mids
3480,ham,sure check yahoo email sent photo yesterday
3481,ham,looking
3482,ham,wherre boytoy
3483,spam,want new video phone anytime network min text five pound per week call reply delivery tomorrow
3484,ham,hello love go day wish well fine babe hope find job prospect miss boytoy teasing kiss
3485,ham,tell bad character u dnt lik try change lt gt add tat new year resolution waiting ur reply frank good morning
3486,ham,got rumour going buy apartment chennai
3487,ham,yeah probably earlier
3488,ham,change window logoff sound
3489,ham,still checked da
3490,ham,also came room
3491,ham,huh got lesson lei n thinkin going sch earlier n tot parkin kent vale
3492,ham,ok
3493,ham,reach office around lt decimal gt amp mobile problem cann get voice call asa free
3494,ham,cool text head
3495,spam,contacted dating service someone know find call land line pobox w tg p
3496,spam,wan win meet greet westlife u currently tour unbreakable untamed unkempt text cost p std text
3497,ham,happy birthday may u find ur prince charming soon n dun work hard
3498,ham,oh grand bit party mention cover charge probably first come first served
3499,ham,said went back bed sleep anything
3500,ham,hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx
3501,spam,dorothy kiefer com bank granite issue strong buy explosive pick member nasdaq symbol cdgt per
3502,ham,say lt gt year old man money last lt gt still waiting check
3503,ham,come ur home
3504,ham,free day finish mon n thurs
3505,ham,food
3506,ham,life alle mone eppolum oru pole allalo
3507,ham,nite
3508,ham,two fundamental cool life walk like king walk like dont care whoever king gud nyt
3509,ham,camera quite good mega pixel optical digital doom lovely holiday safe hope hav good journey happy new year see couple week
3510,ham,hi petey noi ok wanted chat coz avent spoken u long time hope ur doin alrite good nit j love ya x
3511,ham,saw ron burgundy captaining party boat yeah
3512,ham,serious money base
3513,ham,already one guy loving
3514,ham,staff placement training amrita college
3515,ham,always chat fact need money raise
3516,ham,job profile seems like bpo
3517,ham,well give co said one nighters persevered found one cheap apologise advance somewhere sleep isnt
3518,ham,think actually talk call bos morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc
3519,ham,willing go apps class
3520,ham,hanging brother family
3521,ham,reach telling dont know
3522,ham,hey going quit soon xuhui working till end month
3523,ham,im sorry bout last nite ur fault spouse pmt sumthin u give think u shldxxxx
3524,ham,try neva mate
3525,ham,yeah pretty much best case scenario
3526,ham,free today haf pick parent tonite
3527,ham,hey babe far spun spk da mo dead da wrld sleeping da sofa day cool nytho tx fonin hon call mwen im bk frmcloud j x
3528,ham,send naughty pix
3529,spam,winner guaranteed caller prize final attempt contact claim call ppmpobox bhamb xe
